"","month","price","bedrooms","bathrooms","sqft_living","condition","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long"
"1944","03",1050000,3,3.5,3190,4,2630,560,1941,0,98166,47.458,-122.368
"1945","06",739900,5,2.5,2980,3,2980,0,2006,0,98052,47.7074,-122.101
"1946","11",674250,4,2.5,2780,4,2780,0,1985,0,98072,47.7386,-122.091
"1947","12",1700000,5,5,4930,3,4160,770,2000,0,98040,47.5829,-122.247
"1948","06",703000,3,2,1360,3,1360,0,1945,2008,98116,47.5852,-122.388
"1949","12",262000,3,1.75,1320,4,1320,0,1989,0,98023,47.2871,-122.354
"1950","04",353000,3,2,1210,3,1210,0,1984,0,98045,47.4705,-121.754
"1951","01",5e+05,4,2.5,1940,3,1940,0,1995,0,98052,47.685,-122.158
"1952","07",1280000,4,2.5,3160,3,2020,1140,1917,2005,98116,47.5875,-122.382
"1953","04",332000,4,2.5,1980,3,1980,0,2004,0,98042,47.3809,-122.097
"1954","08",824000,4,2.5,2320,4,1620,700,1974,0,98008,47.6269,-122.09
"1955","02",290000,4,2,1660,3,1660,0,1968,0,98144,47.5878,-122.312
"1956","06",7e+05,3,2.5,1660,3,1400,260,2002,0,98109,47.6268,-122.353
"1957","03",1865000,4,2.5,2950,4,2550,400,1951,0,98004,47.5988,-122.207
"1958","03",858000,4,2.25,3070,3,3070,0,1978,0,98007,47.6133,-122.152
"1959","11",340000,4,1.75,2140,3,2140,0,1930,2001,98022,47.196,-122.006
"1960","04",1215000,4,2.25,2570,4,2570,0,1962,0,98040,47.5791,-122.241
"1961","12",275000,3,2.25,1260,3,1260,0,2009,0,98133,47.7071,-122.336
"1962","01",432500,3,2,1720,5,1720,0,1949,0,98155,47.7393,-122.325
"1963","07",679000,4,1.5,1420,4,1420,0,1928,0,98103,47.6901,-122.339
"1964","10",543000,4,2.5,2060,3,2060,0,1995,0,98133,47.7168,-122.333
"1965","04",340500,3,1.75,1810,4,1810,0,1969,0,98058,47.4581,-122.162
"1966","07",1012000,4,2.5,2980,3,2980,0,1989,0,98006,47.5457,-122.153
"1967","05",335000,2,2,1350,3,1350,0,1976,0,98052,47.6344,-122.107
"1968","07",425000,3,2,1540,3,1540,0,1988,0,98011,47.7342,-122.202
"1969","02",353000,3,2.5,2510,4,2510,0,2001,0,98022,47.1896,-122.013
"1970","05",540000,3,2.5,1670,3,1670,0,1991,0,98029,47.5707,-121.999
"1971","06",640000,5,3.5,3690,3,2540,1150,2006,0,98074,47.6108,-122.06
"1972","11",195000,3,1.75,1510,2,980,530,1979,0,98045,47.4476,-121.771
"1973","02",322000,3,1.75,1510,2,980,530,1979,0,98045,47.4476,-121.771
"1974","04",660000,4,1.75,1870,3,1620,250,1978,0,98005,47.5938,-122.154
"1975","08",195000,3,1.5,1190,3,1190,0,1956,0,98146,47.4887,-122.343
"1976","06",7e+05,3,2,2080,5,1160,920,1954,0,98117,47.686,-122.391
"1977","04",560000,4,1.75,2150,4,1460,690,1982,0,98106,47.5344,-122.345
"1978","08",260000,3,1.75,1580,5,1580,0,1911,0,98126,47.5256,-122.38
"1979","02",575000,3,1.75,1580,5,1580,0,1911,0,98126,47.5256,-122.38
"1980","04",475000,3,2.5,2370,3,1950,420,2006,0,98072,47.7515,-122.174
"1981","06",285000,3,1.75,1840,3,920,920,1905,2014,98118,47.5359,-122.276
"1982","05",753888,4,2.5,2660,3,2660,0,2003,0,98029,47.5439,-121.996
"1983","04",650000,3,2.5,2190,3,2190,0,2003,0,98029,47.5506,-121.993
"1984","08",620000,3,2.25,1660,4,1100,560,1929,0,98117,47.6773,-122.372
"1985","03",526000,3,1.75,1780,3,1300,480,1977,0,98075,47.5858,-122.015
"1986","08",342000,4,2,1570,3,1120,450,1959,0,98011,47.7573,-122.217
"1987","04",390000,3,1.75,1220,3,1220,0,1981,0,98019,47.7224,-121.926
"1988","06",685000,3,2.75,3150,4,3000,150,1990,0,98024,47.553,-121.946
"1989","06",608000,4,2.5,2690,3,2690,0,2001,0,98053,47.6869,-122.036
"1990","05",462000,3,1.5,1710,3,1410,300,1928,0,98118,47.5366,-122.268
"1991","06",545000,4,2.5,2090,3,2090,0,1990,0,98029,47.5713,-121.997
"1992","06",269000,3,2.5,1560,3,1560,0,2003,0,98038,47.3838,-122.026
"1993","12",356500,4,2.5,2570,3,2570,0,2008,0,98003,47.2809,-122.296
"1994","08",549000,5,2.5,1710,4,1710,0,1974,0,98005,47.5903,-122.157
"1995","04",535000,3,2.75,2300,3,2300,0,1989,0,98166,47.4369,-122.338
"1996","05",627000,4,2.25,1990,3,1210,780,1973,0,98027,47.5688,-122.087
"1997","08",565000,3,2,2730,3,2730,0,1976,0,98166,47.4612,-122.365
"1998","11",392450,4,2,2195,3,1060,1135,1912,0,98103,47.6965,-122.342
"1999","09",509000,2,2,1560,3,1560,0,2006,0,98053,47.7086,-122.019
"2000","09",340000,3,2.5,1400,3,1200,200,1921,0,98117,47.6865,-122.379
"2001","03",537000,3,2.5,1400,3,1200,200,1921,0,98117,47.6865,-122.379
"2002","05",865000,4,3,3690,3,3690,0,1998,0,98075,47.5937,-121.982
"2003","09",595000,4,2.25,1920,5,1300,620,1923,0,98116,47.5848,-122.384
"2004","06",661000,4,2.5,2496,3,2496,0,1998,0,98052,47.6791,-122.149
"2005","09",419950,3,2.25,2280,4,1680,600,1977,0,98034,47.7211,-122.166
"2006","04",490000,4,3.5,3200,3,3200,0,2006,0,98038,47.3545,-122.001
"2007","08",350000,3,2,1320,3,1320,0,1995,0,98117,47.6959,-122.376
"2008","05",552500,3,2.5,2450,3,2450,0,2008,0,98072,47.7749,-122.159
"2009","03",390000,3,2.5,2480,3,2480,0,1990,0,98042,47.3323,-122.079
"2010","01",336800,5,1.75,1830,3,1610,220,1958,0,98155,47.7734,-122.315
"2011","03",465000,3,2.5,1440,3,1440,0,2003,0,98053,47.6825,-122.036
"2012","12",299900,4,2.5,1580,3,1580,0,2011,0,98038,47.3672,-122.019
"2013","07",715000,3,3.25,3230,3,3230,0,2006,0,98029,47.5558,-122.002
"2014","05",235000,4,2.5,1810,3,1230,580,1970,0,98042,47.3472,-122.11
"2015","12",276000,3,2.5,2495,3,2495,0,2007,0,98001,47.2877,-122.283
"2016","01",265000,4,1.5,1740,4,1180,560,1964,0,98003,47.2808,-122.3
"2017","05",425000,3,1.75,1680,4,840,840,1900,0,98103,47.686,-122.346
"2018","01",313000,4,2.5,2460,3,2460,0,1993,0,98092,47.2599,-122.215
"2019","04",715000,3,2.5,3050,3,1720,1330,1984,0,98177,47.7701,-122.389
"2020","12",265000,3,2.25,1630,3,1630,0,1991,0,98001,47.3305,-122.285
"2021","03",646000,3,2.75,2460,3,2460,0,2004,0,98028,47.7497,-122.245
"2022","07",649000,3,2.5,3410,4,2450,960,1973,0,98003,47.3424,-122.326
"2023","04",785000,3,2.75,2310,4,1520,790,1940,0,98199,47.6357,-122.397
"2024","09",890000,4,2.75,2610,5,1260,1350,1920,0,98122,47.6158,-122.293
"2025","11",612000,3,3,2330,3,2330,0,1998,0,98034,47.7239,-122.164
"2026","12",330000,4,2.5,2980,3,2980,0,2003,0,98023,47.277,-122.347
"2027","11",493000,3,2.25,1790,3,1790,0,1978,0,98052,47.6297,-122.099
"2028","04",1600000,4,2.25,2940,3,1470,1470,1957,0,98112,47.6381,-122.304
"2029","06",1620000,4,3,3900,5,2520,1380,1972,0,98006,47.5605,-122.158
"2030","02",1650000,4,3,3900,5,2520,1380,1972,0,98006,47.5605,-122.158
"2031","09",499000,3,2.5,1750,3,1230,520,1900,2014,98122,47.6037,-122.311
"2032","06",530000,2,1.5,1580,3,1280,300,1941,0,98126,47.5762,-122.377
"2033","04",895000,5,2.5,2350,4,1220,1130,1962,0,98004,47.6005,-122.204
"2034","05",267345,4,2.25,2510,4,1610,900,1972,0,98023,47.3092,-122.372
"2035","05",275000,3,2.5,1480,3,1480,0,1987,0,98045,47.4723,-121.746
"2036","02",439950,3,1.75,1720,3,1240,480,1950,0,98019,47.7329,-121.92
"2037","06",455000,3,2.25,1470,4,1470,0,1985,0,98029,47.5667,-122.018
"2038","01",630000,3,1.75,1540,3,1250,290,1944,0,98115,47.6782,-122.278
"2039","11",690000,3,2.5,2820,3,2820,0,2004,0,98029,47.5533,-121.992
"2040","08",212000,4,1.75,1250,4,1250,0,1971,0,98023,47.302,-122.382
"2041","08",231500,4,2.25,2080,4,1280,800,1985,0,98030,47.3762,-122.183
"2042","04",1237500,4,3.25,5180,4,5180,0,1991,0,98053,47.6676,-122.069
"2043","07",378500,3,2.5,2860,4,2860,0,1990,0,98092,47.3163,-122.142
"2044","05",482000,4,2.5,2710,3,2710,0,1989,0,98038,47.375,-122.022
"2045","12",965000,4,2.5,4070,3,4070,0,1989,0,98052,47.6908,-122.052
"2046","02",675000,3,1.75,1710,4,1120,590,1941,0,98199,47.6481,-122.406
"2047","10",387000,3,1.5,1340,3,1340,0,1972,0,98034,47.7168,-122.192
"2048","03",347500,4,2.75,2290,3,2290,0,1977,0,98058,47.4442,-122.129
"2049","07",385000,3,2,1860,3,930,930,1922,2004,98166,47.4598,-122.352
"2050","05",134000,2,1.5,980,3,980,0,1922,2003,98014,47.7076,-121.359
"2051","05",375000,3,1.75,1440,3,1440,0,1973,0,98034,47.7231,-122.17
"2052","12",620000,4,2.5,2580,3,2580,0,1993,0,98074,47.6319,-122.022
"2053","10",337500,5,2.5,2070,3,2070,0,1999,0,98038,47.3539,-122.024
"2054","09",565000,3,2.5,1880,4,1260,620,1967,0,98005,47.5901,-122.167
"2055","05",399500,3,1.75,2420,3,2420,0,1911,1986,98045,47.4943,-121.789
"2056","05",1065000,2,1.75,1890,3,1890,0,1987,0,98004,47.6144,-122.211
"2057","08",352500,3,2,1920,3,1920,0,1992,0,98056,47.4983,-122.167
"2058","06",259000,3,2,1870,3,1270,600,1986,0,98030,47.3665,-122.183
"2059","08",733000,3,2.5,2160,4,2160,0,1989,0,98052,47.6712,-122.142
"2060","09",525000,3,2,1600,5,1600,0,1967,0,98075,47.5821,-122.016
"2061","03",3e+05,3,1.75,1500,5,750,750,1943,0,98056,47.4883,-122.191
"2062","07",561000,4,2.5,2570,3,2570,0,1990,0,98029,47.5763,-122
"2063","08",540000,4,2.5,1850,3,1850,0,1985,0,98052,47.6914,-122.103
"2064","06",379000,3,2.5,1740,3,1740,0,1992,0,98045,47.46,-121.707
"2065","03",399950,3,2.5,2000,4,2000,0,1989,0,98042,47.3442,-122.062
"2066","05",355000,5,2.5,3220,3,3220,0,2002,0,98042,47.3714,-122.103
"2067","06",580000,4,2.25,2160,3,2160,0,1969,0,98008,47.5883,-122.112
"2068","04",7e+05,3,2,2130,4,1680,450,1922,0,98144,47.5779,-122.294
"2069","05",279900,3,1.75,1580,4,1100,480,1962,0,98198,47.3672,-122.312
"2070","06",1165000,3,3,3790,3,2810,980,1989,0,98122,47.6035,-122.285
"2071","10",1599950,5,4.5,5130,3,5130,0,1996,0,98006,47.544,-122.126
"2072","05",606000,4,2.5,2110,3,2110,0,1987,0,98027,47.5497,-122.077
"2073","02",677100,3,2,2110,3,2110,0,1993,0,98074,47.6496,-122.083
"2074","02",465000,3,2,1430,4,1430,0,1984,0,98074,47.6256,-122.059
"2075","08",4500000,5,5.5,6640,3,6350,290,2004,0,98155,47.7493,-122.28
"2076","05",5e+05,3,2,3040,4,1520,1520,1978,0,98038,47.3944,-121.972
"2077","08",420000,3,2.5,2060,4,1460,600,1967,0,98177,47.7575,-122.364
"2078","03",530000,3,2.25,1680,5,1180,500,1973,0,98034,47.713,-122.225
"2079","02",590000,5,3.25,4020,5,2170,1850,1970,0,98027,47.4952,-122.068
"2080","09",257500,3,1.75,1530,3,1070,460,1979,0,98042,47.3146,-122.043
"2081","10",536000,3,1.75,1580,3,1280,300,1945,0,98107,47.672,-122.397
"2082","05",246500,3,1.5,1270,4,1270,0,1964,0,98031,47.4075,-122.196
"2083","07",395000,3,1.75,1480,3,1480,0,1975,0,98034,47.7225,-122.202
"2084","05",739000,3,2.25,2220,4,1700,520,1974,0,98052,47.6383,-122.098
"2085","09",1272000,4,2.75,3200,3,3200,0,1984,0,98005,47.6402,-122.171
"2086","04",305000,3,1.5,1480,3,1480,0,1962,0,98168,47.4717,-122.323
"2087","04",925000,4,4.25,3770,4,3770,0,1983,0,98028,47.7517,-122.225
"2088","08",895000,4,3,3500,3,2360,1140,1977,0,98040,47.5468,-122.231
"2089","07",656000,3,1.75,1480,3,1480,0,1943,0,98115,47.6732,-122.272
"2090","10",610000,5,2.25,2520,3,2520,0,1977,0,98074,47.6322,-122.053
"2091","07",645000,4,2.5,2850,3,2850,0,1987,0,98075,47.5852,-121.992
"2092","04",259000,3,2.5,2153,3,2153,0,2007,0,98001,47.2872,-122.283
"2093","08",980000,4,2.5,3780,3,3780,0,1990,0,98033,47.6533,-122.183
"2094","07",872000,4,4,3770,4,1940,1830,1967,0,98177,47.7159,-122.367
"2095","09",9e+05,3,2.75,2980,3,1590,1390,1941,2012,98033,47.674,-122.196
"2096","04",475000,4,1.5,2320,4,1540,780,1915,0,98103,47.6944,-122.355
"2097","01",350000,5,2.75,2980,4,1730,1250,1975,0,98042,47.3774,-122.16
"2098","05",840000,4,1.75,2930,3,1670,1260,1947,0,98117,47.6765,-122.404
"2099","06",5e+05,4,2.5,2040,3,1420,620,1963,0,98006,47.5512,-122.17
"2100","04",202500,3,1.5,1510,3,1110,400,1954,0,98148,47.4303,-122.334
"2101","12",523000,4,2.5,2660,3,2660,0,1988,0,98027,47.4969,-122.06
"2102","12",225000,3,2.5,1740,3,1740,0,1989,0,98001,47.2671,-122.236
"2103","03",418200,3,2.25,2240,3,1190,1050,1980,0,98198,47.3995,-122.318
"2104","12",356500,4,1.75,1570,3,1170,400,1959,0,98028,47.7432,-122.248
"2105","07",670000,4,3,2500,4,1460,1040,1926,0,98103,47.6895,-122.331
"2106","12",456150,3,2.25,1750,5,1150,600,1962,0,98155,47.7509,-122.3
"2107","06",471000,4,2.5,3030,3,2020,1010,1998,0,98045,47.485,-121.799
"2108","04",558000,3,2.5,1680,3,1680,0,2008,0,98116,47.5891,-122.387
"2109","07",569000,3,3.25,2220,5,1770,450,1929,0,98108,47.5665,-122.316
"2110","03",689000,4,2.5,2240,3,2240,0,1989,0,98029,47.5652,-122.013
"2111","07",271900,3,1.75,1890,3,1230,660,1979,0,98045,47.4472,-121.774
"2112","12",278000,4,2.5,1850,3,1850,0,1991,0,98030,47.359,-122.191
"2113","07",820000,2,2.5,2210,4,1440,770,1931,0,98112,47.6305,-122.3
"2114","02",399500,3,1.75,1410,4,1410,0,1967,0,98056,47.5375,-122.176
"2115","11",462000,3,2.75,1890,4,1890,0,1979,0,98008,47.6102,-122.114
"2116","06",687000,4,2.5,2370,5,2370,0,1966,0,98033,47.6715,-122.166
"2117","12",725786,4,2.5,3070,3,3070,0,2000,0,98075,47.5847,-122.08
"2118","05",312000,4,2,1300,3,1300,0,1950,2013,98146,47.5071,-122.369
"2119","11",343000,3,3.25,1210,3,1000,210,2002,0,98133,47.7114,-122.356
"2120","08",415000,4,2.25,2240,4,1730,510,1981,0,98059,47.4777,-122.142
"2121","06",461000,3,1.75,3600,4,2400,1200,1948,0,98033,47.6893,-122.167
"2122","06",369990,4,2.5,1960,3,1960,0,2002,0,98056,47.4941,-122.19
"2123","09",349950,4,2.5,1820,3,1820,0,1999,0,98019,47.7351,-121.985
"2124","04",285750,3,2.25,1960,3,1400,560,1966,0,98055,47.4436,-122.21
"2125","04",542500,4,2.25,1750,3,1320,430,1972,0,98005,47.5909,-122.158
"2126","11",830000,5,3.5,3700,3,2890,810,2011,0,98053,47.7085,-122.117
"2127","12",705000,4,2.5,2910,4,2350,560,1976,0,98034,47.7085,-122.24
"2128","12",250000,3,1.5,2210,3,2210,0,1934,0,98168,47.492,-122.309
"2129","06",580000,5,2,2060,3,2060,0,1903,0,98105,47.6685,-122.305
"2130","09",675000,4,2.75,2240,4,1460,780,1976,0,98033,47.6495,-122.194
"2131","04",662700,2,1.5,2440,3,1590,850,1910,0,98118,47.5568,-122.271
"2132","01",485000,3,2.75,2650,4,1470,1180,1975,0,98028,47.7669,-122.268
"2133","07",610000,4,2.75,2600,5,1580,1020,1976,0,98075,47.593,-122.054
"2134","07",780000,2,2.5,2560,5,1690,870,1901,0,98112,47.6233,-122.3
"2135","04",305000,3,2.5,1714,3,1714,0,2005,0,98055,47.4288,-122.19
"2136","07",1110000,5,3.5,7350,3,4750,2600,2001,0,98065,47.5373,-121.865
"2137","04",273000,3,1.75,2050,4,2050,0,1959,0,98058,47.4572,-122.18
"2138","04",365000,3,1.75,1380,5,880,500,1981,0,98056,47.5087,-122.193
"2139","04",1000750,3,2.75,3070,3,2440,630,1987,0,98004,47.6444,-122.191
"2140","03",354450,4,2.75,2140,3,2140,0,1993,0,98001,47.3529,-122.274
"2141","07",410000,3,2.5,1740,3,1740,0,2008,0,98053,47.6966,-122.025
"2142","11",390000,3,3,1490,3,960,530,1993,0,98199,47.6506,-122.384
"2143","02",298500,4,2.5,1890,3,1890,0,2004,0,98092,47.3293,-122.194
"2144","09",749999,5,2.25,3060,3,3060,0,1989,0,98006,47.5585,-122.117
"2145","01",570000,3,2.75,2730,3,1530,1200,1978,0,98034,47.6987,-122.231
"2146","08",649000,4,2,2240,5,1120,1120,1961,0,98033,47.693,-122.168
"2147","09",699900,4,2.25,2380,3,1540,840,1961,0,98008,47.6126,-122.12
"2148","11",7e+05,4,1.75,2340,3,1610,730,1975,0,98052,47.6401,-122.108
"2149","07",535000,4,2.75,2710,3,2710,0,1995,0,98045,47.4745,-121.724
"2150","09",234500,3,1.75,1310,3,870,440,1954,0,98168,47.5035,-122.302
"2151","08",374150,3,1.75,1390,4,1390,0,1973,0,98133,47.752,-122.35
"2152","03",397000,4,2.5,2201,3,2201,0,2006,0,98198,47.4002,-122.317
"2153","09",613000,3,2.25,1960,3,1960,0,1988,0,98008,47.5736,-122.109
"2154","06",1150000,3,2.5,2850,4,1730,1120,1954,0,98004,47.6218,-122.209
"2155","03",595000,4,1.75,1880,3,940,940,1924,0,98115,47.6754,-122.327
"2156","09",340000,5,2.75,2440,3,2440,0,2003,0,98030,47.3655,-122.174
"2157","01",388000,4,2.5,2560,3,2560,0,2005,0,98038,47.3474,-122.025
"2158","09",404000,3,1.75,1410,3,1410,0,1950,2014,98166,47.4181,-122.339
"2159","08",810000,3,2,2870,4,1790,1080,1946,0,98115,47.6813,-122.275
"2160","04",405000,4,2.5,2620,3,2620,0,1987,0,98058,47.438,-122.152
"2161","07",726000,5,3,2970,3,2970,0,2000,0,98075,47.598,-122.019
"2162","05",266000,3,2.5,1780,4,1400,380,1986,0,98030,47.3667,-122.182
"2163","12",722500,5,2.25,3700,5,1850,1850,1970,0,98177,47.7736,-122.371
"2164","02",352000,4,2.5,1252,3,992,260,1996,0,98001,47.3216,-122.291
"2165","03",265000,4,1.5,1240,4,1110,130,1961,0,98198,47.3716,-122.31
"2166","02",856000,3,2.5,2160,3,2160,0,2014,0,98116,47.5762,-122.415
"2167","07",346950,3,2.5,2040,4,2040,0,2006,0,98038,47.3517,-121.999
"2168","06",866059,5,3.5,3130,3,2570,560,2014,0,98006,47.5664,-122.129
"2169","01",410000,3,2.5,2350,3,2350,0,2004,0,98065,47.5314,-121.854
"2170","07",370000,3,1.75,1570,3,1570,0,1982,0,98045,47.4716,-121.756
"2171","10",4e+05,2,2,1520,3,1520,0,1999,0,98117,47.6948,-122.364
"2172","07",615000,3,1.75,1950,4,1250,700,1962,0,98007,47.5893,-122.15
"2173","04",860000,4,3.5,3950,3,3950,0,1998,0,98075,47.5945,-121.981
"2174","06",555000,3,1.75,2040,5,1120,920,1958,0,98116,47.5688,-122.397
"2175","07",579000,3,2.5,1990,5,1390,600,1926,0,98103,47.6867,-122.354
"2176","06",385000,3,1.75,1300,3,1300,0,1968,0,98034,47.721,-122.179
"2177","04",420000,4,2.25,2030,3,2030,0,1977,0,98011,47.7699,-122.168
"2178","07",645000,3,1.75,2340,5,1620,720,1914,0,98103,47.6956,-122.335
"2179","04",549950,3,2.5,2160,3,2160,0,1996,0,98133,47.7655,-122.35
"2180","09",678000,3,2.75,2770,5,1640,1130,1962,0,98033,47.7011,-122.206
"2181","05",199000,4,2,2030,3,2030,0,1950,0,98178,47.4994,-122.261
"2182","04",268000,5,1.75,1730,5,1010,720,1963,0,98059,47.5008,-122.162
"2183","08",960000,5,3.5,4510,3,2820,1690,2003,0,98074,47.6346,-122.011
"2184","02",509250,3,2.5,2100,4,1450,650,1980,0,98052,47.6968,-122.127
"2185","11",416000,3,2.5,1800,3,1800,0,1987,0,98034,47.7188,-122.177
"2186","04",212000,3,1.5,1010,4,1010,0,1973,0,98003,47.2881,-122.294
"2187","10",325900,3,2.5,2040,3,2040,0,1985,0,98023,47.309,-122.349
"2188","08",560000,3,3.5,2270,3,1880,390,1996,0,98136,47.5356,-122.384
"2189","09",275000,3,2.5,1730,4,1730,0,1987,0,98030,47.3499,-122.177
"2190","03",665000,4,2.5,2480,3,2480,0,1994,0,98059,47.5379,-122.16
"2191","06",1505000,4,3.5,3480,3,2580,900,1926,2010,98144,47.5859,-122.291
"2192","12",375000,4,2,1720,3,970,750,1930,2006,98106,47.5252,-122.361
"2193","09",359950,3,1.75,1570,3,1040,530,1979,0,98126,47.5137,-122.37
"2194","01",340000,4,2.75,3527,3,3527,0,2005,0,98198,47.3823,-122.3
"2195","06",669000,2,1.75,1950,4,1160,790,1952,0,98166,47.4504,-122.377
"2196","04",638500,4,2.5,1980,3,1980,0,2004,0,98052,47.704,-122.101
"2197","03",545000,2,1.5,1620,5,1170,450,1924,0,98144,47.6012,-122.291
"2198","11",1610000,5,3.75,3530,3,3530,0,2013,0,98040,47.5761,-122.205
"2199","08",828000,4,2.5,2120,4,1500,620,1979,0,98006,47.556,-122.156
"2200","10",223000,3,1.75,1360,4,1360,0,1984,0,98023,47.2983,-122.374
"2201","01",1289000,4,3.5,3100,3,2250,850,1981,0,98033,47.6512,-122.202
"2202","05",750000,2,2,2370,3,2370,0,1970,0,98019,47.7388,-121.972
"2203","06",711000,4,1.75,1980,5,990,990,1948,0,98040,47.5768,-122.222
"2204","12",310000,4,2.5,1930,3,1930,0,1994,0,98042,47.3921,-122.163
"2205","12",415000,5,1.75,3700,3,1850,1850,1957,0,98178,47.5086,-122.258
"2206","07",274900,4,2.5,1970,3,1970,0,1987,0,98030,47.3491,-122.168
"2207","06",525000,3,3,2470,4,2470,0,1980,0,98027,47.4661,-121.997
"2208","05",195000,3,1.75,1380,3,990,390,1981,0,98042,47.369,-122.093
"2209","03",385000,4,3,2740,3,1670,1070,1980,0,98058,47.4538,-122.125
"2210","12",401000,3,2.75,2020,3,1260,760,1969,0,98011,47.7399,-122.197
"2211","09",522000,4,2.5,2835,3,2835,0,2002,0,98038,47.3878,-122.034
"2212","02",330000,4,1.75,1520,4,1520,0,1968,0,98065,47.526,-121.809
"2213","06",503000,3,2.5,2190,3,2190,0,1999,0,98155,47.7641,-122.306
"2214","02",175000,5,1.75,1680,4,1680,0,1979,0,98003,47.3035,-122.307
"2215","03",963990,4,3.5,3915,3,3915,0,2014,0,98053,47.6844,-122.016
"2216","09",845000,5,2,1720,4,1720,0,1951,0,98004,47.6368,-122.218
"2217","12",450000,2,3,1790,3,1400,390,2001,0,98144,47.5926,-122.296
"2218","09",925000,4,1.75,2440,3,1420,1020,1950,0,98115,47.6807,-122.267
"2219","11",1385000,5,3.75,3290,5,2190,1100,1938,0,98199,47.653,-122.415
"2220","09",248000,3,2.5,2120,3,1220,900,1984,0,98092,47.278,-122.145
"2221","03",459950,3,2.5,2340,3,2340,0,2002,0,98065,47.5362,-121.878
"2222","04",425000,3,2,1180,3,1180,0,1994,0,98122,47.6168,-122.301
"2223","09",460000,3,2.25,2080,3,1590,490,1979,0,98077,47.7506,-122.063
"2224","11",256000,3,2.5,1480,5,1480,0,1995,0,98010,47.3126,-122.023
"2225","01",864000,3,2.75,3060,3,3060,0,1984,0,98006,47.5609,-122.106
"2226","03",9e+05,4,3.5,3070,3,2030,1040,1922,2007,98116,47.5732,-122.411
"2227","08",865000,5,3,2900,5,1830,1070,1977,0,98115,47.6784,-122.285
"2228","06",250250,3,2.25,2210,4,2210,0,1969,0,98023,47.3085,-122.381
"2229","09",162000,4,2,1440,4,1440,0,1943,0,98056,47.508,-122.183
"2230","07",450000,4,1.75,1980,3,1430,550,1973,0,98034,47.7088,-122.202
"2231","03",675500,4,2.75,2060,2,1460,600,1978,0,98005,47.5934,-122.154
"2232","11",697000,3,2.25,2420,5,1640,780,1947,0,98115,47.6765,-122.285
"2233","11",1324050,3,3.25,3440,3,2560,880,2005,0,98105,47.6644,-122.28
"2234","12",490000,3,1.75,1600,3,1600,0,1984,0,98052,47.6601,-122.135
"2235","10",590000,3,2.25,2210,3,1460,750,1951,0,98115,47.6891,-122.318
"2236","05",280000,4,1.75,2250,3,1450,800,1957,0,98023,47.3303,-122.351
"2237","11",375000,3,1.75,1430,3,1430,0,1981,0,98011,47.7668,-122.218
"2238","10",1400000,4,4.5,3080,3,1940,1140,1976,2007,98040,47.5806,-122.244
"2239","02",593500,5,3.25,4300,3,3220,1080,1972,0,98027,47.4615,-122
"2240","10",724950,4,3.5,3010,3,3010,0,2004,0,98045,47.4775,-121.691
"2241","08",306000,3,1.75,1560,4,1560,0,1966,0,98056,47.489,-122.18
"2242","06",341000,4,1.75,1920,4,1500,420,1975,0,98058,47.4476,-122.128
"2243","11",399950,3,2.5,1400,3,1400,0,1930,2014,98106,47.553,-122.365
"2244","11",534000,5,2,2280,3,2280,0,1992,0,98122,47.6056,-122.305
"2245","02",856000,3,1.5,1480,3,1480,0,1928,0,98112,47.623,-122.304
"2246","09",582000,4,3,1670,3,1427,243,2000,0,98122,47.6182,-122.302
"2247","07",799000,4,2.5,3400,3,3400,0,2004,0,98052,47.7067,-122.129
"2248","09",423700,3,2.5,2070,3,2070,0,1999,0,98065,47.5348,-121.877
"2249","01",1835000,4,3.5,4870,3,4870,0,1995,0,98006,47.5447,-122.124
"2250","08",322000,3,2,1760,3,1160,600,1988,0,98010,47.3565,-121.94
"2251","11",929000,4,3.25,4030,3,4030,0,2002,0,98053,47.6617,-122.026
"2252","04",441500,3,1.75,1510,3,1510,0,1968,0,98034,47.7283,-122.194
"2253","07",875000,4,3.5,3110,4,3110,0,1979,0,98075,47.592,-122.018
"2254","11",3600000,3,3.25,5020,3,3420,1600,1941,2002,98144,47.5925,-122.287
"2255","09",425000,3,2.25,1630,3,1100,530,1974,0,98034,47.7176,-122.236
"2256","06",660000,4,1.75,2780,4,2780,0,1978,0,98074,47.6348,-122.06
"2257","06",763101,3,1.75,1990,4,1100,890,1939,0,98105,47.664,-122.287
"2258","04",499000,4,2.75,2250,3,2250,0,1992,0,98019,47.7353,-121.962
"2259","03",521000,3,1.75,1720,4,1350,370,1974,0,98053,47.6608,-122.035
"2260","04",293000,4,2.25,2360,3,2360,0,1998,0,98038,47.3882,-122.053
"2261","07",335000,3,2.25,1530,3,1530,0,2011,0,98019,47.7342,-121.968
"2262","05",6e+05,3,1.75,2040,3,1780,260,1924,0,98115,47.6756,-122.299
"2263","09",720000,4,1.75,2620,4,2620,0,1962,0,98005,47.5975,-122.174
"2264","02",195000,2,2,1180,3,1180,0,2005,0,98038,47.3501,-122.02
"2265","02",334000,3,2.25,1840,3,1840,0,1989,0,98019,47.7347,-121.976
"2266","11",599950,4,1.75,2720,3,1510,1210,1952,0,98115,47.6788,-122.283
"2267","02",149900,2,1.75,1090,4,1090,0,1982,0,98198,47.3782,-122.319
"2268","11",7e+05,4,1.75,1730,3,1250,480,1945,0,98115,47.6982,-122.282
