"","id","month","price","bedrooms","bathrooms","sqft_living","condition","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long"
"990",5244801230,"08",682000,5,2.25,2120,4,1720,400,1910,0,98109,47.644,-122.353
"991",2798600240,"11",295700,4,2.5,1720,3,1720,0,2000,0,98092,47.3286,-122.208
"992",5701800030,"05",609000,4,2.5,2150,3,2150,0,1985,0,98052,47.7227,-122.098
"993",7636800041,"06",995000,3,4.5,4380,3,3720,660,1968,1990,98166,47.4734,-122.365
"994",3904901200,"08",530000,3,2.25,2010,4,2010,0,1986,0,98029,47.5665,-122.023
"995",4109600055,"12",614000,5,2.5,3150,5,1870,1280,1907,2004,98118,47.5506,-122.269
"996",3339400349,"11",390000,3,2.5,2500,3,1770,730,1986,0,98092,47.3282,-122.198
"997",7202340370,"11",467000,3,2.5,1690,3,1690,0,2004,0,98053,47.6793,-122.033
"998",4310701600,"11",340000,3,2.5,1240,3,1240,0,2003,0,98103,47.6985,-122.34
"999",2215450060,"12",302495,3,2.5,2200,3,2200,0,1994,0,98030,47.3821,-122.207
"1000",2919702075,"09",532500,3,1.75,1620,5,980,640,1927,0,98117,47.6886,-122.361
"1001",8079030350,"09",441500,3,2.5,2420,3,1780,640,1993,0,98059,47.5093,-122.153
"1002",7893804340,"07",470000,4,2.5,2680,4,1530,1150,1967,0,98198,47.4132,-122.328
"1003",4389200765,"06",2300000,4,3.25,4250,3,4250,0,2004,0,98004,47.6154,-122.21
"1004",1822069116,"12",590000,3,2.5,2400,3,2400,0,1996,0,98058,47.3917,-122.084
"1005",7276100282,"07",320000,3,1.75,2300,3,1770,530,1942,0,98133,47.7599,-122.343
"1006",567000392,"11",363000,2,2,920,3,800,120,2009,0,98144,47.5926,-122.295
"1007",5729200030,"07",747500,4,2.25,2350,4,2350,0,1977,0,98028,47.7473,-122.257
"1008",8682220390,"07",750000,2,2.5,2630,3,2630,0,2003,0,98053,47.7106,-122.023
"1009",9828700200,"05",831000,4,3,2170,4,1610,560,1982,2011,98112,47.6196,-122.292
"1010",7852180560,"04",403000,3,2.5,1700,3,1700,0,2004,0,98065,47.5305,-121.854
"1011",3655400060,"08",445000,3,2.5,2470,3,2470,0,2005,0,98056,47.514,-122.189
"1012",8964800445,"02",2260000,3,3.5,3110,3,3110,0,2003,0,98004,47.6178,-122.209
"1013",6204410200,"06",371025,3,2,1530,3,1530,0,1977,0,98011,47.736,-122.199
"1014",7893802800,"06",425000,4,2.75,2440,4,2440,0,1957,0,98198,47.4117,-122.333
"1015",2473003210,"03",364808,3,1.75,2320,3,1620,700,1967,0,98058,47.4524,-122.146
"1016",1402600570,"01",320000,3,2.25,1580,3,1200,380,1981,0,98058,47.4394,-122.14
"1017",8944460030,"10",325000,4,2.5,2963,3,2963,0,2006,0,98030,47.3831,-122.185
"1018",2473480560,"09",350000,3,2.25,2470,3,2230,240,1984,0,98058,47.4459,-122.124
"1019",3365900465,"02",170000,3,1.5,1370,3,1370,0,1947,0,98168,47.4738,-122.263
"1020",2025760160,"07",835000,4,4.25,4930,3,4930,0,2005,0,98092,47.3069,-122.148
"1021",5458800125,"05",925000,4,2.5,2190,5,2190,0,1958,0,98040,47.5786,-122.236
"1022",2492200435,"06",389250,2,1.5,1490,3,930,560,1956,0,98126,47.5344,-122.381
"1023",3759500046,"05",748000,3,2.5,2600,3,1300,1300,2004,0,98033,47.6984,-122.201
"1024",8648220260,"03",284000,3,1.75,1530,3,1200,330,1988,0,98042,47.3594,-122.076
"1025",6392001670,"06",588000,4,2,1680,3,980,700,1950,0,98115,47.6858,-122.286
"1026",2026049155,"03",372500,3,1.75,1680,4,1680,0,1963,0,98133,47.7338,-122.332
"1027",2329800240,"02",285000,4,3,1900,4,1900,0,1988,0,98042,47.3768,-122.117
"1028",8682230550,"09",428000,2,2,1350,3,1350,0,2003,0,98053,47.7106,-122.03
"1029",3260810260,"05",375000,3,2.5,2050,3,2050,0,2000,0,98003,47.3487,-122.304
"1030",7298040310,"05",556000,5,2.5,3840,3,3840,0,1991,0,98023,47.2996,-122.342
"1031",766000240,"09",225000,4,2,2220,3,1200,1020,1966,0,98042,47.361,-122.116
"1032",3459700340,"10",537250,4,2.5,2590,4,1640,950,1978,0,98155,47.7752,-122.285
"1033",2407900200,"04",530000,4,2.5,2950,3,2950,0,2006,0,98059,47.479,-122.129
"1034",203600140,"03",595000,3,2.75,2150,3,2150,0,1996,0,98014,47.6596,-121.96
"1035",4037800140,"08",548000,4,2,2100,4,2100,0,1958,0,98008,47.6115,-122.124
"1036",1683600240,"03",234975,3,1.75,1650,3,1100,550,1980,0,98092,47.3187,-122.182
"1037",1962200036,"08",6e+05,3,1.75,1620,3,1430,190,2005,0,98102,47.6498,-122.321
"1038",1822350070,"02",455000,3,1.5,1380,3,1380,0,1986,0,98034,47.7085,-122.217
"1039",7772400160,"10",279950,3,1.75,1510,3,1210,300,1965,0,98155,47.7571,-122.328
"1040",273900030,"10",267500,3,1.5,1600,4,1600,0,1963,0,98030,47.3737,-122.216
"1041",3323069084,"09",620000,4,2.5,1840,3,1840,0,2000,0,98038,47.4306,-122.049
"1042",9126100550,"05",625000,3,3.5,1810,4,1440,370,2009,0,98122,47.607,-122.305
"1043",4232400860,"06",1200000,4,2,2120,3,2120,0,1905,0,98112,47.6227,-122.31
"1044",2723069082,"04",788500,4,2.25,2510,4,2510,0,1977,0,98027,47.4569,-122.02
"1045",7436500270,"07",567000,5,2.25,2100,3,1600,500,1974,0,98033,47.6737,-122.169
"1046",5153200030,"01",515000,2,2.25,2690,3,1870,820,1987,0,98023,47.3361,-122.353
"1047",4022900125,"09",605000,4,2.5,2430,5,1590,840,1968,0,98155,47.7761,-122.285
"1048",7841300505,"10",430000,4,3.75,2452,3,2452,0,1936,1994,98055,47.4744,-122.213
"1049",573000685,"07",805000,2,1.75,1550,3,1550,0,1920,0,98199,47.6712,-122.409
"1050",8961990160,"04",567500,3,2.5,2080,3,2080,0,1999,0,98074,47.6036,-122.014
"1051",1250202255,"06",647500,3,1.75,1290,5,1290,0,1916,0,98144,47.5873,-122.29
"1052",7234600796,"11",495000,2,1.75,1850,4,1850,0,1903,0,98122,47.6106,-122.31
"1053",3630180340,"11",825000,4,2.5,3370,3,3370,0,2006,0,98027,47.541,-121.998
"1054",5104450070,"03",435000,4,2.25,2730,4,2730,0,1987,0,98058,47.4627,-122.152
"1055",9477100060,"09",445950,3,1.75,1300,5,1300,0,1968,0,98034,47.7321,-122.195
"1056",4139440830,"06",960000,5,2.75,3040,3,3040,0,1993,0,98006,47.5531,-122.119
"1057",6772200055,"09",780000,4,3,2440,5,1480,960,1929,0,98103,47.6853,-122.331
"1058",8731982190,"06",274500,3,2.25,1720,4,1320,400,1969,0,98023,47.3191,-122.383
"1059",6300000335,"04",729953,5,3,3230,4,2000,1230,1909,0,98133,47.7053,-122.34
"1060",9301300751,"07",464950,3,1.5,1200,3,1030,170,2008,0,98109,47.6384,-122.342
"1061",9542100135,"11",620000,4,1.75,2350,3,2350,0,1959,0,98005,47.5904,-122.177
"1062",8691410700,"01",735000,4,3.5,3100,3,3100,0,2005,0,98075,47.5968,-121.978
"1063",217500135,"04",450000,4,2.25,2040,3,1400,640,1959,0,98133,47.7356,-122.335
"1064",7234600786,"05",842500,4,2.5,2160,4,2160,0,1902,0,98122,47.6106,-122.31
"1065",2423059104,"10",360000,3,2,1970,3,1070,900,1979,0,98058,47.4674,-122.107
"1066",1823039205,"06",585000,3,2.5,2270,3,2270,0,1998,0,98070,47.4815,-122.47
"1067",2423020260,"08",461000,3,2.25,1850,4,1150,700,1977,0,98033,47.7011,-122.171
"1068",6844703240,"07",1075000,3,2.5,3280,3,1680,1600,1970,0,98115,47.6948,-122.286
"1069",3904940070,"02",643000,4,2.5,2270,3,2270,0,1988,0,98029,47.574,-122.013
"1070",1939130070,"09",690000,4,2.5,2820,3,2820,0,1990,0,98074,47.6253,-122.027
"1071",3526039116,"11",549000,3,1.75,2000,4,1120,880,1951,0,98117,47.6925,-122.388
"1072",6821600390,"01",815000,3,2,2310,4,1560,750,1926,0,98199,47.648,-122.395
"1073",1925069082,"05",2200000,5,4.25,4640,5,2860,1780,1952,0,98052,47.6393,-122.097
"1074",8100400160,"04",7e+05,3,2.25,2330,4,2330,0,1984,0,98052,47.6386,-122.11
"1075",5556300102,"07",933399,3,2.5,3940,3,3110,830,1992,0,98052,47.6468,-122.116
"1076",9407001860,"05",372000,4,1.75,1960,5,1340,620,1979,0,98045,47.4487,-121.772
"1077",9468200140,"08",450000,2,1.75,1250,4,790,460,1920,0,98103,47.6795,-122.353
"1078",3295950240,"09",303700,3,2.5,1981,3,1981,0,2010,0,98030,47.3668,-122.178
"1079",3905000340,"07",672000,4,2.5,2440,4,2440,0,1989,0,98029,47.5744,-121.993
"1080",3374300070,"06",334000,4,1.5,1150,3,1150,0,1970,0,98034,47.7197,-122.173
"1081",7015200685,"07",749950,3,1.75,1800,4,1000,800,1941,0,98119,47.6491,-122.367
"1082",3521069051,"12",330000,4,2.25,2380,4,2380,0,1984,0,98022,47.2624,-122.015
"1083",8032700140,"10",830000,5,3,2920,3,2140,780,1960,1992,98103,47.654,-122.342
"1084",6117500320,"07",1131000,3,2.25,2790,3,2790,0,2006,0,98166,47.4389,-122.351
"1085",84000335,"06",225000,3,2,1700,5,970,730,1945,0,98146,47.4851,-122.338
"1086",1453600202,"05",520000,4,3.5,2680,3,2040,640,1942,2014,98125,47.726,-122.296
"1087",3904910520,"06",505000,3,2.5,1860,4,1860,0,1987,0,98029,47.5674,-122.017
"1088",5469300270,"05",234000,3,1.75,1490,4,1010,480,1975,0,98042,47.375,-122.14
"1089",8681660060,"09",503000,4,2.5,2470,3,2470,0,2005,0,98155,47.7728,-122.271
"1090",3902300350,"08",606000,4,2.25,2390,4,1740,650,1979,0,98033,47.6925,-122.184
"1091",3342700465,"01",250000,3,1.5,2840,3,1510,1330,1951,0,98056,47.524,-122.2
"1092",2592210160,"08",719000,3,2.5,2120,4,2120,0,1984,0,98006,47.5477,-122.141
"1093",616000160,"12",381000,3,2,1770,4,1770,0,1959,0,98166,47.415,-122.337
"1094",1687000270,"05",267000,3,2.5,2495,3,2495,0,2007,0,98001,47.288,-122.283
"1095",8078460550,"05",651000,4,2.5,2740,3,2740,0,1993,0,98074,47.6334,-122.021
"1096",5631500254,"10",519900,4,2.5,2403,3,2403,0,1999,0,98028,47.7361,-122.234
"1097",8567300140,"07",545000,4,2.75,3410,3,3410,0,1984,0,98038,47.4054,-122.03
"1098",98000060,"07",1062500,4,4,5320,3,5320,0,2003,0,98075,47.5852,-121.966
"1099",2205500400,"05",542000,4,1.75,1900,4,950,950,1955,0,98006,47.5765,-122.147
"1100",1726069084,"12",465000,4,1.75,1810,4,1810,0,1961,0,98077,47.7358,-122.076
"1101",8682291840,"03",408000,2,2,1200,3,1200,0,2006,0,98053,47.72,-122.024
"1102",5003600240,"12",292000,4,2.5,2060,3,2060,0,2000,0,98030,47.3631,-122.192
"1103",5636000400,"05",253000,3,1.75,1250,3,1250,0,1994,0,98010,47.3277,-122.001
"1104",7880000060,"06",658588,3,2.25,2560,3,2560,0,1986,0,98027,47.4871,-122.065
"1105",7811200310,"12",635000,4,2.25,1920,4,1200,720,1969,0,98005,47.5897,-122.156
"1106",5255690160,"10",439000,4,2.25,2240,3,2240,0,1978,0,98011,47.7746,-122.197
"1107",869700320,"08",3e+05,3,2.5,1260,3,1260,0,1999,0,98059,47.4908,-122.154
"1108",6052401631,"02",345000,3,1.5,1360,4,1360,0,1960,0,98198,47.4032,-122.314
"1109",5089700260,"08",283500,4,2.25,2100,3,2100,0,1978,0,98055,47.4391,-122.193
"1110",6678900140,"03",685000,3,1.75,2210,3,1560,650,1974,0,98033,47.6621,-122.189
"1111",9552700550,"04",750000,3,2.5,2360,3,2360,0,1983,0,98006,47.5471,-122.149
"1112",2171400218,"04",245000,4,1.5,1280,3,1280,0,1960,0,98178,47.4949,-122.255
"1113",6639900012,"09",706000,4,2.5,2740,3,2740,0,2009,0,98033,47.6962,-122.179
"1114",8151601090,"08",445000,4,2,2630,3,1830,800,1944,2009,98146,47.5067,-122.361
"1115",6664900260,"02",241000,3,2,1650,3,1650,0,1990,0,98023,47.2904,-122.353
"1116",7663700030,"05",1175000,2,2.5,1770,3,1770,0,1957,2004,98155,47.7345,-122.285
"1117",4292300024,"03",350000,3,1.5,1430,3,1130,300,1948,0,98133,47.7352,-122.33
"1118",8073000550,"04",1700000,4,3.75,3190,3,3190,0,1999,0,98178,47.5115,-122.246
"1119",6127600036,"11",799000,4,2.75,2390,4,2140,250,1945,0,98115,47.6788,-122.27
"1120",1370801331,"08",1400000,4,2.5,4040,4,2020,2020,1951,0,98199,47.6408,-122.41
"1121",319500570,"05",780000,4,2.5,2730,3,2730,0,1996,0,98074,47.6227,-122.029
"1122",3751604974,"12",350000,2,1.5,1320,3,1320,0,1993,0,98001,47.2755,-122.271
"1123",7852030320,"02",470000,3,2.5,2620,3,2620,0,1999,0,98065,47.5328,-121.879
"1124",2481630070,"01",914600,4,3,3180,3,3180,0,1985,0,98072,47.7336,-122.134
"1125",4299000030,"09",354000,4,2.5,2900,3,2900,0,2005,0,98042,47.3663,-122.129
"1126",3886902590,"02",470000,5,2,1900,4,1900,0,1920,0,98033,47.6831,-122.186
"1127",9178601000,"07",715000,3,2,1760,5,1160,600,1927,0,98103,47.6558,-122.331
"1128",9471200370,"03",2537000,4,3,3710,5,2760,950,1936,0,98105,47.6696,-122.261
"1129",133000135,"11",290000,4,1.75,1990,4,1870,120,1929,0,98168,47.5131,-122.313
"1130",7214700830,"05",480000,5,4.75,3830,3,2130,1700,1976,0,98077,47.7597,-122.079
"1131",4473400045,"08",535000,3,2,2040,5,1120,920,1954,0,98144,47.5959,-122.293
"1132",9413600350,"08",907000,3,1.75,2170,5,2170,0,1965,0,98033,47.6537,-122.195
"1133",1138010520,"06",459000,3,1.75,1620,4,1090,530,1974,0,98034,47.7148,-122.213
"1134",7431500341,"04",1355000,3,2.5,3600,3,2310,1290,1950,2007,98008,47.6191,-122.099
"1135",8830400135,"03",264950,3,1.5,1470,3,1070,400,1967,0,98030,47.3632,-122.188
"1136",1951820070,"08",491500,3,2.25,2230,4,1510,720,1974,0,98006,47.5413,-122.174
"1137",6137500320,"06",1229000,4,3.5,3770,3,2830,940,1989,0,98007,47.6463,-122.151
"1138",339350070,"03",566000,3,2.5,2090,3,2090,0,2004,0,98052,47.686,-122.095
"1139",7399300860,"08",290000,3,2.25,1500,4,1210,290,1968,0,98055,47.4621,-122.187
"1140",8907500070,"04",5350000,5,5,8000,3,6720,1280,2009,0,98004,47.6232,-122.22
"1141",6880200030,"04",352500,3,1.75,1860,3,1160,700,1986,0,98198,47.3855,-122.322
"1142",7227501170,"06",235867,4,2,1330,4,1330,0,1942,0,98056,47.496,-122.19
"1143",7504460200,"07",5e+05,3,2.25,1760,3,1760,0,1978,0,98074,47.624,-122.05
"1144",1559900200,"03",382000,3,2.25,1800,3,1800,0,1995,0,98019,47.7462,-121.98
"1145",546000400,"04",515000,5,2.5,1690,3,990,700,1930,0,98117,47.6903,-122.38
"1146",6021501920,"06",672500,3,2.25,2400,4,1250,1150,1939,0,98117,47.6876,-122.384
"1147",3275860270,"10",755000,3,2.25,3020,3,3020,0,1989,0,98052,47.6897,-122.098
"1148",2919700885,"08",459000,4,2,1560,4,960,600,1924,0,98117,47.6882,-122.365
"1149",3630120700,"05",757000,3,3.25,3190,3,3190,0,2007,0,98029,47.5534,-122.002
"1150",3630120700,"01",765000,3,3.25,3190,3,3190,0,2007,0,98029,47.5534,-122.002
"1151",6370000070,"09",359000,4,1.5,1890,4,1890,0,1955,0,98125,47.7055,-122.3
"1152",3034200058,"05",4e+05,4,1.5,1390,3,1140,250,1965,0,98133,47.7224,-122.332
"1153",2856102336,"03",652000,3,2,1700,4,850,850,1941,0,98117,47.6785,-122.393
"1154",2523039239,"05",260000,3,1.75,1050,3,1050,0,1980,0,98166,47.4574,-122.358
"1155",5452800310,"04",1328000,5,3,3340,3,2120,1220,1964,1990,98040,47.5421,-122.229
"1156",2724069070,"02",519500,4,2,1540,3,1540,0,1964,0,98027,47.5326,-122.032
"1157",2413301070,"03",280000,4,2.25,2100,3,2100,0,1978,0,98003,47.3251,-122.329
"1158",1562100030,"09",515000,4,1.75,1730,4,1730,0,1965,0,98007,47.6219,-122.138
"1159",7941140070,"03",4e+05,3,2.25,1500,3,1500,0,1986,0,98034,47.7159,-122.203
"1160",1703050520,"04",652100,3,2.5,2380,3,2380,0,2003,0,98074,47.6297,-122.021
"1161",5266300140,"04",701000,4,1.5,1840,3,1840,0,1907,0,98118,47.5575,-122.279
"1162",11520030,"06",640000,4,2.5,2341,3,2341,0,1997,0,98052,47.6993,-122.115
"1163",7202290140,"07",455800,3,2.5,1690,3,1690,0,2002,0,98053,47.6866,-122.043
"1164",8161010060,"12",504750,3,2.5,2490,3,2490,0,1993,0,98014,47.6442,-121.898
"1165",8562900710,"07",483000,3,3,2440,3,2440,0,1992,0,98074,47.6104,-122.06
"1166",5557320030,"09",229950,5,2.75,2000,3,1260,740,1994,0,98023,47.3155,-122.347
"1167",2909300640,"07",884744,4,3.5,4210,3,4210,0,2001,0,98074,47.6067,-122.022
"1168",5202500030,"04",514000,3,1.5,1610,3,1080,530,1977,0,98052,47.6681,-122.143
"1169",5561300640,"05",532000,3,2.25,1910,4,1430,480,1977,0,98027,47.4672,-122.006
"1170",3449900030,"09",423000,4,2.5,2660,3,2660,0,2004,0,98059,47.4981,-122.162
"1171",6204200340,"11",521000,3,1.75,1730,3,1730,0,1988,0,98011,47.737,-122.201
"1172",1737100830,"02",577000,4,2.25,2360,3,2360,0,1979,0,98033,47.6988,-122.169
"1173",3818400060,"10",495000,4,2.5,2460,3,2460,0,2004,0,98028,47.7719,-122.235
"1174",9264960560,"10",340000,3,2.5,2690,3,2690,0,1987,0,98023,47.3026,-122.351
"1175",6362900172,"09",499950,3,3.5,1820,3,1430,390,2014,0,98144,47.596,-122.298
"1176",9272200810,"03",1218000,4,3,3470,3,2370,1100,2014,0,98116,47.5917,-122.386
"1177",3629160060,"02",720000,4,2.75,3370,5,2110,1260,1977,0,98056,47.5259,-122.204
"1178",4324200060,"03",249000,3,1.5,1700,3,1010,690,1970,0,98031,47.4216,-122.174
"1179",3276900030,"10",3e+05,5,2.75,2000,4,2000,0,1968,0,98055,47.444,-122.19
"1180",6202600070,"11",1102030,5,2.5,3890,3,3890,0,1950,1990,98177,47.7291,-122.363
"1181",8581200030,"02",230000,4,2,1220,4,1220,0,1970,0,98023,47.2964,-122.376
"1182",2214800270,"09",355000,4,2.5,2770,4,1940,830,1979,0,98001,47.3396,-122.256
"1183",7312000240,"06",442000,4,2.5,2520,3,2520,0,1990,0,98059,47.5148,-122.159
"1184",8562890560,"06",399000,4,3,3060,3,3060,0,2001,0,98042,47.3786,-122.126
"1185",4136930310,"11",360000,4,2.5,2390,3,2390,0,1999,0,98092,47.2593,-122.222
"1186",1328330350,"02",390000,3,1.75,1320,3,1320,0,1978,0,98058,47.4425,-122.133
"1187",5255690060,"03",413000,5,2.5,2900,3,1650,1250,1977,0,98011,47.7752,-122.197
"1188",7787110060,"10",432900,3,2.5,2210,3,2210,0,1998,0,98045,47.4849,-121.782
"1189",8651580310,"05",621138,3,2.25,2180,3,2180,0,1986,0,98074,47.6482,-122.072
"1190",3705000060,"06",270000,3,2.25,2080,3,1550,530,2003,0,98042,47.4203,-122.157
"1191",7525410060,"01",610000,4,2.25,2090,3,1490,600,1980,0,98075,47.5739,-122.032
"1192",3295700060,"06",5e+05,3,2,1720,5,960,760,1941,0,98108,47.559,-122.298
"1193",8121500060,"08",715000,4,2.25,2460,5,2460,0,1968,0,98053,47.6627,-122.032
"1194",3728800320,"05",264000,3,1.5,1470,4,1470,0,1958,0,98042,47.3658,-122.148
"1195",6003501535,"08",550000,3,1.75,1650,3,1650,0,1901,0,98102,47.6209,-122.317
"1196",2621750340,"10",337000,3,2,1690,3,1690,0,1997,0,98042,47.3724,-122.108
"1197",3288200030,"08",405000,4,2.5,2030,4,1130,900,1972,0,98034,47.7321,-122.185
"1198",4188000640,"09",775000,4,2.5,2540,3,2540,0,1984,0,98052,47.7185,-122.114
"1199",2558730070,"08",425000,3,2.25,1570,4,1200,370,1983,0,98034,47.7223,-122.174
"1200",7923500060,"09",713000,5,2.75,2580,4,1720,860,1967,0,98007,47.5943,-122.133
"1201",8016300030,"11",555000,5,2.5,2090,3,1420,670,1966,0,98008,47.5968,-122.127
"1202",3629920830,"05",810000,4,2.5,3260,3,3260,0,2003,0,98029,47.5453,-121.995
"1203",4054510270,"08",1250000,4,3.75,3830,4,3830,0,1990,0,98077,47.7237,-122.042
"1204",2864600105,"06",819000,3,3.5,2130,5,1530,600,1908,0,98199,47.6491,-122.405
"1205",8165500830,"03",409900,3,2.5,1690,3,1410,280,2013,0,98106,47.5389,-122.367
"1206",4395600060,"06",935000,2,2.5,1780,5,1780,0,1974,0,98004,47.6132,-122.21
"1207",4444800045,"04",657500,4,1.75,1620,4,1380,240,1947,0,98117,47.6981,-122.4
"1208",5363200200,"04",932800,5,3.25,2980,3,2980,0,1998,2007,98115,47.6919,-122.294
"1209",6067900640,"04",391000,3,2,1490,4,1490,0,1977,0,98006,47.5455,-122.184
"1210",4279200060,"12",420000,4,2.5,2110,3,2110,0,2000,0,98059,47.4979,-122.153
"1211",5253300397,"04",415000,3,1.5,1510,5,1510,0,1956,0,98133,47.751,-122.338
"1212",1769600204,"02",350000,3,1.75,1830,3,1590,240,1946,0,98146,47.5038,-122.379
"1213",1239400570,"11",860000,3,1.75,2180,5,1300,880,1947,0,98033,47.673,-122.187
"1214",6071600270,"06",495000,4,2.25,2220,4,1110,1110,1961,0,98006,47.5491,-122.17
"1215",1311100520,"04",250000,4,2.25,1730,3,1730,0,1962,0,98001,47.3386,-122.288
"1216",1402200070,"10",365000,4,2.25,1990,4,1990,0,1968,0,98058,47.439,-122.144
"1217",1419700270,"05",503000,3,2.75,1540,5,1210,330,1980,0,98034,47.7163,-122.212
"1218",8816400885,"10",450000,4,1.75,1640,4,820,820,1912,0,98105,47.6684,-122.314
"1219",5412100550,"12",355000,4,3,2590,3,2590,0,2001,0,98001,47.2609,-122.289
"1220",7203000465,"10",245000,3,2,1450,4,1450,0,1972,0,98003,47.346,-122.315
"1221",1862900160,"07",265900,3,2,1180,4,1180,0,1992,0,98031,47.4053,-122.181
"1222",984220240,"11",299000,4,2.5,1820,3,1220,600,1975,0,98058,47.4339,-122.167
"1223",4458800060,"04",957500,4,2.25,2360,4,2360,0,1968,0,98040,47.5318,-122.224
"1224",9406520550,"10",307500,3,2.25,1646,3,1646,0,1994,0,98038,47.3646,-122.037
"1225",7852160070,"01",937500,5,3.75,4210,3,4210,0,2004,0,98065,47.5364,-121.858
"1226",7214700160,"05",610000,3,3,2480,4,1620,860,1976,0,98077,47.7591,-122.073
"1227",2483700160,"09",720000,3,1.5,1590,3,1310,280,1952,0,98136,47.5244,-122.386
"1228",1972201820,"10",610000,4,2,2130,5,1650,480,1919,0,98103,47.6515,-122.346
"1229",9477000060,"03",434500,3,1.75,1650,4,1650,0,1967,0,98034,47.7335,-122.193
"1230",7932000041,"05",602500,2,2.5,3090,4,2250,840,1979,0,98058,47.4291,-122.177
"1231",1231000520,"11",607010,4,2.5,2180,3,1700,480,2002,0,98118,47.5553,-122.269
"1232",4215250310,"09",828500,4,2.5,3720,3,3720,0,1983,0,98072,47.7582,-122.13
"1233",1545804460,"04",294000,3,1.75,1530,3,1530,0,1987,0,98038,47.3643,-122.049
"1234",9510970310,"06",789500,4,2.5,3010,3,3010,0,2005,0,98052,47.6647,-122.08
"1235",98030160,"02",797000,3,3.5,3500,3,3500,0,2008,0,98075,47.5807,-121.972
"1236",7853300070,"08",539950,5,3,3100,3,3100,0,2006,0,98065,47.5369,-121.888
"1237",934300140,"03",284950,4,1.5,2000,4,1170,830,1962,0,98198,47.3708,-122.311
"1238",1245001820,"04",776500,4,1.5,2290,3,1510,780,1965,1987,98033,47.6888,-122.199
"1239",1974200060,"04",525000,4,2.5,2400,3,1510,890,1967,0,98034,47.7104,-122.24
"1240",7300410060,"04",303000,3,2.5,1850,3,1850,0,1999,0,98092,47.3311,-122.17
"1241",1939110310,"03",722080,3,3.25,3680,3,2340,1340,1988,0,98074,47.6272,-122.033
"1242",2960900045,"07",605000,3,1.75,2330,4,1630,700,1940,0,98126,47.5765,-122.378
"1243",7214810550,"04",420000,4,2.25,2270,4,1360,910,1979,0,98072,47.7559,-122.148
"1244",3271801090,"04",1175000,4,2,2590,4,2590,0,1930,0,98199,47.647,-122.41
"1245",8964800370,"10",1375000,3,1.5,1850,4,1850,0,1953,0,98004,47.6194,-122.208
"1246",8019200030,"09",3e+05,3,1.5,1500,4,1500,0,1933,0,98168,47.495,-122.318
"1247",2954400400,"11",1150000,4,3.25,4740,3,4740,0,1990,0,98053,47.6624,-122.071
"1248",3013301525,"10",453500,2,1.5,1710,5,1160,550,1951,0,98136,47.5286,-122.383
"1249",3303100075,"10",443500,3,2,1920,4,1920,0,1972,0,98177,47.7735,-122.363
"1250",4221270340,"03",655000,3,2.5,2320,3,2320,0,2004,0,98075,47.591,-122.017
"1251",1471630350,"10",372500,3,1.75,1550,3,1210,340,1988,0,98045,47.4711,-121.752
"1252",1250203335,"05",1050000,4,2.5,2920,3,1470,1450,1921,2006,98144,47.5947,-122.288
"1253",8815400105,"06",5e+05,3,1.75,1620,5,830,790,1945,0,98115,47.6743,-122.285
"1254",2130702205,"04",390000,3,1.75,1790,3,1790,0,1913,1995,98019,47.7429,-121.981
"1255",2159900060,"01",451101,2,1.5,1510,4,1510,0,1985,0,98007,47.6214,-122.153
"1256",1531000140,"07",650000,4,2.5,3350,3,3350,0,2004,0,98010,47.3432,-122.025
"1257",2125049139,"08",895000,3,2.5,2500,4,1910,590,1993,0,98112,47.6393,-122.311
"1258",3623500135,"03",8e+05,4,2.25,2350,2,1510,840,1952,0,98040,47.5743,-122.238
"1259",7805460310,"11",703770,4,2.25,2550,3,2550,0,1987,0,98006,47.5623,-122.109
"1260",3021059244,"08",249950,3,1.75,1320,4,1320,0,1968,0,98002,47.2844,-122.216
"1261",925049360,"04",512000,2,2,1270,4,610,660,1926,0,98105,47.6694,-122.298
"1262",3286800260,"05",780000,5,2.5,3480,4,1980,1500,1972,0,98027,47.4961,-122.063
"1263",4137010240,"07",336000,3,2.25,2820,3,2820,0,1986,0,98092,47.2621,-122.218
"1264",9368700341,"08",285000,3,2,2110,5,1220,890,1955,0,98178,47.504,-122.26
"1265",3832310350,"10",229900,3,1.75,1100,3,1100,0,1981,0,98032,47.3717,-122.277
"1266",324000350,"04",667500,4,3,1920,4,1540,380,1931,0,98116,47.5718,-122.385
"1267",9407101840,"06",378000,4,2.5,1890,3,1230,660,1978,0,98045,47.4491,-121.78
"1268",1422300140,"09",454000,3,2.5,2530,3,1530,1000,1991,0,98045,47.46,-121.708
"1269",6127011000,"05",537500,4,2.5,2550,3,2550,0,2005,0,98075,47.5928,-122.004
"1270",3295750550,"11",290000,3,2,1760,3,1760,0,1998,0,98030,47.3836,-122.184
"1271",7960100260,"07",349500,3,2,1270,3,1270,0,1963,0,98122,47.6099,-122.297
"1272",7625700012,"12",370000,3,2.75,1250,3,830,420,2006,0,98136,47.5554,-122.382
"1273",5418200295,"03",549500,3,1.75,1620,4,1620,0,1961,0,98125,47.703,-122.281
"1274",8100000060,"07",208000,3,1.75,1070,3,1070,0,1994,0,98010,47.3134,-122.023
"1275",1310500550,"12",248000,4,2.25,2320,4,1160,1160,1966,0,98032,47.3627,-122.285
